program,iter,time_s,wall_s,parsed_from_stdout,cpu_set
baseline,29,5.211000000,5.213847636,1,"0,1,2,3"
prio,29,4.822000000,4.824959072,1,"0,1,2,3"
baseline,30,5.244000000,5.246559664,1,"0,1,2,3"
prio,30,4.797000000,4.799313656,1,"0,1,2,3"
baseline,31,5.314000000,5.316723470,1,"0,1,2,3"
prio,31,4.809000000,4.812292567,1,"0,1,2,3"
baseline,32,5.224000000,5.226383101,1,"0,1,2,3"
prio,32,4.968000000,4.971097802,1,"0,1,2,3"
baseline,33,5.196000000,5.198950865,1,"0,1,2,3"
prio,33,4.859000000,4.861806539,1,"0,1,2,3"
baseline,34,5.033000000,5.035878585,1,"0,1,2,3"
prio,34,4.845000000,4.847446676,1,"0,1,2,3"
baseline,35,5.283000000,5.286499968,1,"0,1,2,3"
prio,35,4.803000000,4.805692563,1,"0,1,2,3"
baseline,36,5.253000000,5.255719965,1,"0,1,2,3"
prio,36,4.824000000,4.827002819,1,"0,1,2,3"
baseline,37,5.274000000,5.276814352,1,"0,1,2,3"
prio,37,4.798000000,4.801210594,1,"0,1,2,3"
baseline,38,5.266000000,5.268868682,1,"0,1,2,3"
prio,38,4.804000000,4.807051573,1,"0,1,2,3"
baseline,39,5.268000000,5.270915934,1,"0,1,2,3"
prio,39,4.830000000,4.833090841,1,"0,1,2,3"
baseline,40,5.154000000,5.157218282,1,"0,1,2,3"
prio,40,4.778000000,4.780877450,1,"0,1,2,3"
baseline,41,5.044000000,5.047360580,1,"0,1,2,3"
prio,41,4.821000000,4.824151456,1,"0,1,2,3"
baseline,42,5.230000000,5.233335569,1,"0,1,2,3"
prio,42,4.817000000,4.819747718,1,"0,1,2,3"
baseline,43,5.275000000,5.278409152,1,"0,1,2,3"
prio,43,4.838000000,4.840574369,1,"0,1,2,3"
baseline,44,5.286000000,5.288848940,1,"0,1,2,3"
prio,44,4.869000000,4.872058276,1,"0,1,2,3"
baseline,45,5.246000000,5.249222396,1,"0,1,2,3"
prio,45,4.788000000,4.791014102,1,"0,1,2,3"
baseline,46,5.062000000,5.065334502,1,"0,1,2,3"
prio,46,4.811000000,4.814115421,1,"0,1,2,3"
baseline,47,5.184000000,5.186969976,1,"0,1,2,3"
prio,47,4.837000000,4.840237738,1,"0,1,2,3"
baseline,48,5.203000000,5.206323901,1,"0,1,2,3"
prio,48,4.820000000,4.822357681,1,"0,1,2,3"
baseline,49,5.238000000,5.241118986,1,"0,1,2,3"
prio,49,4.794000000,4.796413107,1,"0,1,2,3"
