337422,"THR:main#001@224-239",1231530983040391,1231530983068775,28384
337422,"CRT:main#002@L240",1231530983087183,1231530983123221,36038
337422,"CRT:main#003@L241",1231530983127320,1231530983186662,59342
337422,"CRT:main#004@L242",1231530983190377,1231530983207029,16652
337422,"CRT:main#005@L243",1231530983208591,1231530983229525,20934
337422,"CRT:main#006@L244",1231530983231420,1231530983251442,20022
337422,"CRT:main#007@L245",1231530983252898,1231530983551616,298718
337422,"CRT:main#008@L246",1231530983555371,1231530983574316,18945
337422,"CRT:main#009@L247",1231530983576253,1231530983591741,15488
337422,"CRT:main#010@L248",1231530983593364,1231530983615268,21904
337422,"CRT:main#011@L249",1231530983618476,1231530983706864,88388
337422,"CRT:main#012@L250",1231530983715265,1231530983793039,77774
337422,"CRT:main#013@L251",1231530983797009,1231530983827532,30523
337422,"CRT:main#014@L252",1231530983830699,1231530983855772,25073
337422,"CRT:main#015@L253",1231530983858957,1231530983884351,25394
337422,"CRT:main#016@L254",1231530983887296,1231530984035762,148466
337422,"CRT:main#017@L255",1231530984039671,1231530984057945,18274
337422,"CRT:main#018@L256",1231530984059542,1231530984125772,66230
337422,"CRT:main#019@L257",1231530984131775,1231530984160165,28390
337422,"CRT:main#020@L258",1231530984163167,1231530984187184,24017
337422,"CRT:main#021@L259",1231530984190089,1231530984216809,26720
337422,"CRT:main#022@L260",1231530984219867,1231530984245343,25476
337422,"CRT:main#023@L261",1231530984248448,1231530984280238,31790
337422,"CRT:main#024@L262",1231530984283487,1231530984309733,26246
337422,"CRT:main#025@L263",1231530984312752,1231530984341212,28460
337422,"CRT:main#026@L264",1231530984344383,1231530984369973,25590
337422,"CRT:main#027@L265",1231530984372935,1231530984396786,23851
337422,"CRT:main#028@L266",1231530984399775,1231530984424240,24465
337422,"CRT:main#029@L267",1231530984427303,1231530984451366,24063
337422,"CRT:main#030@L268",1231530984454359,1231530984478586,24227
337422,"CRT:main#031@L269",1231530984481651,1231530984506139,24488
337422,"CRT:main#032@L270",1231530984509179,1231530984536735,27556
337422,"CRT:main#033@L271",1231530984540129,1231530984564836,24707
337422,"CRT:main#034@L272",1231530984567953,1231530984592196,24243
337422,"CRT:main#035@L273",1231530984595366,1231530984626375,31009
337422,"CRT:main#036@L274",1231530984629732,1231530984654512,24780
337422,"CRT:main#037@L275",1231530984657636,1231530984684045,26409
337422,"CRT:main#038@L276",1231530984687095,1231530984712901,25806
337422,"CRT:main#039@L277",1231530984715936,1231530984743514,27578
337422,"CRT:main#040@L278",1231530984746933,1231530984778773,31840
337422,"CRT:main#041@L279",1231530984783355,1231530984825573,42218
337422,"CRT:main#042@L280",1231530984829086,1231530984853735,24649
337422,"CRT:main#043@L281",1231530984857572,1231530984882135,24563
337422,"CRT:main#044@L282",1231530984885560,1231530984910513,24953
337422,"CRT:main#045@L283",1231530984914125,1231530984938741,24616
337422,"CRT:main#046@L284",1231530984941995,1231530984967796,25801
337422,"CRT:main#047@L285",1231530984971096,1231530984995252,24156
337422,"THR:main#048@286-287",1231530984998295,1231530984998316,21
337422,"JON:main#049@L288",1231530984999532,1231530984999999,467
337422,"JON:main#050@L289",1231530985001336,1231530985001764,428
337422,"JON:main#051@L290",1231530985003002,1231530985003324,322
337422,"JON:main#052@L291",1231530985004556,1231530985004791,235
337422,"JON:main#053@L292",1231530985005993,1231530985042052,36059
337422,"JON:main#054@L293",1231530985045310,1231530985084560,39250
337422,"JON:main#055@L294",1231530985093949,1231530985102925,8976
337422,"JON:main#056@L295",1231530985105657,1231530985110897,5240
337422,"JON:main#057@L296",1231530985113254,1231530985118801,5547
337422,"JON:main#058@L297",1231530985121101,1231530985142838,21737
337422,"JON:main#059@L298",1231530985145719,1231530985150602,4883
