program,iter,time_s,wall_s,parsed_from_stdout,cpu_set
prio,33,4.323678418,4.323678418,0,"0,1,2,3"
baseline,34,6.305821875,6.305821875,0,"0,1,2,3"
prio,34,4.510801370,4.510801370,0,"0,1,2,3"
baseline,35,6.310323414,6.310323414,0,"0,1,2,3"
prio,35,4.322418675,4.322418675,0,"0,1,2,3"
baseline,36,6.274337063,6.274337063,0,"0,1,2,3"
prio,36,4.519413980,4.519413980,0,"0,1,2,3"
baseline,37,6.409041051,6.409041051,0,"0,1,2,3"
prio,37,4.351098162,4.351098162,0,"0,1,2,3"
baseline,38,6.238079869,6.238079869,0,"0,1,2,3"
prio,38,4.504843125,4.504843125,0,"0,1,2,3"
baseline,39,6.276841672,6.276841672,0,"0,1,2,3"
prio,39,4.337163700,4.337163700,0,"0,1,2,3"
baseline,40,6.259223652,6.259223652,0,"0,1,2,3"
prio,40,4.323810838,4.323810838,0,"0,1,2,3"
baseline,41,6.278386089,6.278386089,0,"0,1,2,3"
prio,41,4.323162153,4.323162153,0,"0,1,2,3"
baseline,42,6.293908135,6.293908135,0,"0,1,2,3"
prio,42,4.333060422,4.333060422,0,"0,1,2,3"
baseline,43,6.295936440,6.295936440,0,"0,1,2,3"
prio,43,4.350174720,4.350174720,0,"0,1,2,3"
baseline,44,6.263493184,6.263493184,0,"0,1,2,3"
prio,44,4.322997357,4.322997357,0,"0,1,2,3"
baseline,45,6.277597484,6.277597484,0,"0,1,2,3"
prio,45,4.323927216,4.323927216,0,"0,1,2,3"
baseline,46,6.301568385,6.301568385,0,"0,1,2,3"
prio,46,5.026096980,5.026096980,0,"0,1,2,3"
baseline,47,6.158487127,6.158487127,0,"0,1,2,3"
prio,47,4.451947648,4.451947648,0,"0,1,2,3"
baseline,48,6.289916276,6.289916276,0,"0,1,2,3"
prio,48,4.623536638,4.623536638,0,"0,1,2,3"
baseline,49,6.284208497,6.284208497,0,"0,1,2,3"
prio,49,4.518430745,4.518430745,0,"0,1,2,3"
