program,iter,time_s,wall_s,parsed_from_stdout,cpu_set
prio,21,36.168505927,36.168505927,0,"0,1,2,3"
baseline,22,44.918873432,44.918873432,0,"0,1,2,3"
prio,22,37.251307981,37.251307981,0,"0,1,2,3"
baseline,23,44.882212939,44.882212939,0,"0,1,2,3"
prio,23,32.687932187,32.687932187,0,"0,1,2,3"
baseline,24,44.953715840,44.953715840,0,"0,1,2,3"
prio,24,31.658947431,31.658947431,0,"0,1,2,3"
baseline,25,45.001093752,45.001093752,0,"0,1,2,3"
prio,25,31.535082697,31.535082697,0,"0,1,2,3"
baseline,26,44.934507864,44.934507864,0,"0,1,2,3"
prio,26,35.177134325,35.177134325,0,"0,1,2,3"
baseline,27,44.899114905,44.899114905,0,"0,1,2,3"
prio,27,32.180025659,32.180025659,0,"0,1,2,3"
baseline,28,44.914955878,44.914955878,0,"0,1,2,3"
prio,28,32.812894792,32.812894792,0,"0,1,2,3"
baseline,29,45.056833312,45.056833312,0,"0,1,2,3"
prio,29,34.321406730,34.321406730,0,"0,1,2,3"
baseline,30,44.932400227,44.932400227,0,"0,1,2,3"
prio,30,33.955087039,33.955087039,0,"0,1,2,3"
baseline,31,44.936962894,44.936962894,0,"0,1,2,3"
prio,31,34.580404676,34.580404676,0,"0,1,2,3"
baseline,32,44.894930254,44.894930254,0,"0,1,2,3"
prio,32,31.657480856,31.657480856,0,"0,1,2,3"
baseline,33,44.997947383,44.997947383,0,"0,1,2,3"
prio,33,33.438436937,33.438436937,0,"0,1,2,3"
baseline,34,44.951764214,44.951764214,0,"0,1,2,3"
prio,34,32.875984965,32.875984965,0,"0,1,2,3"
baseline,35,44.903913833,44.903913833,0,"0,1,2,3"
prio,35,32.276340485,32.276340485,0,"0,1,2,3"
baseline,36,44.967810484,44.967810484,0,"0,1,2,3"
prio,36,35.628972633,35.628972633,0,"0,1,2,3"
baseline,37,44.958468355,44.958468355,0,"0,1,2,3"
prio,37,31.369377872,31.369377872,0,"0,1,2,3"
baseline,38,44.887477096,44.887477096,0,"0,1,2,3"
prio,38,35.438636136,35.438636136,0,"0,1,2,3"
baseline,39,44.913411050,44.913411050,0,"0,1,2,3"
prio,39,32.429136132,32.429136132,0,"0,1,2,3"
baseline,40,44.952728200,44.952728200,0,"0,1,2,3"
prio,40,31.392624628,31.392624628,0,"0,1,2,3"
baseline,41,44.888378662,44.888378662,0,"0,1,2,3"
prio,41,31.467587204,31.467587204,0,"0,1,2,3"
baseline,42,44.936484760,44.936484760,0,"0,1,2,3"
prio,42,31.418438495,31.418438495,0,"0,1,2,3"
baseline,43,45.005201333,45.005201333,0,"0,1,2,3"
prio,43,33.044237950,33.044237950,0,"0,1,2,3"
baseline,44,44.908051946,44.908051946,0,"0,1,2,3"
prio,44,36.233416704,36.233416704,0,"0,1,2,3"
baseline,45,45.006572203,45.006572203,0,"0,1,2,3"
prio,45,32.429546769,32.429546769,0,"0,1,2,3"
baseline,46,44.892018762,44.892018762,0,"0,1,2,3"
prio,46,32.882527478,32.882527478,0,"0,1,2,3"
baseline,47,44.964762695,44.964762695,0,"0,1,2,3"
prio,47,33.077265512,33.077265512,0,"0,1,2,3"
baseline,48,44.911308452,44.911308452,0,"0,1,2,3"
prio,48,31.336883283,31.336883283,0,"0,1,2,3"
baseline,49,44.840289983,44.840289983,0,"0,1,2,3"
prio,49,31.445036135,31.445036135,0,"0,1,2,3"
