program,iter,time_s,wall_s,parsed_from_stdout,cpu_set
baseline,23,26.990732192,26.990732192,0,"0,1,2,3"
prio,23,20.092687591,20.092687591,0,"0,1,2,3"
baseline,24,26.960232564,26.960232564,0,"0,1,2,3"
prio,24,19.213108926,19.213108926,0,"0,1,2,3"
baseline,25,26.897242815,26.897242815,0,"0,1,2,3"
prio,25,18.952242820,18.952242820,0,"0,1,2,3"
baseline,26,26.997571246,26.997571246,0,"0,1,2,3"
prio,26,19.334457247,19.334457247,0,"0,1,2,3"
baseline,27,26.964436090,26.964436090,0,"0,1,2,3"
prio,27,18.858452828,18.858452828,0,"0,1,2,3"
baseline,28,26.909792537,26.909792537,0,"0,1,2,3"
prio,28,20.556686964,20.556686964,0,"0,1,2,3"
baseline,29,26.907085419,26.907085419,0,"0,1,2,3"
prio,29,19.096870104,19.096870104,0,"0,1,2,3"
baseline,30,26.958860169,26.958860169,0,"0,1,2,3"
prio,30,19.601789480,19.601789480,0,"0,1,2,3"
baseline,31,27.020792763,27.020792763,0,"0,1,2,3"
prio,31,21.560866974,21.560866974,0,"0,1,2,3"
baseline,32,26.902582472,26.902582472,0,"0,1,2,3"
prio,32,18.861117398,18.861117398,0,"0,1,2,3"
baseline,33,26.887757333,26.887757333,0,"0,1,2,3"
prio,33,18.855272540,18.855272540,0,"0,1,2,3"
baseline,34,26.970499449,26.970499449,0,"0,1,2,3"
prio,34,19.132030288,19.132030288,0,"0,1,2,3"
baseline,35,27.142175466,27.142175466,0,"0,1,2,3"
prio,35,18.888631522,18.888631522,0,"0,1,2,3"
baseline,36,26.922688666,26.922688666,0,"0,1,2,3"
prio,36,19.206947510,19.206947510,0,"0,1,2,3"
baseline,37,26.918973704,26.918973704,0,"0,1,2,3"
prio,37,18.946874902,18.946874902,0,"0,1,2,3"
baseline,38,27.073312808,27.073312808,0,"0,1,2,3"
prio,38,19.040180365,19.040180365,0,"0,1,2,3"
baseline,39,26.905418879,26.905418879,0,"0,1,2,3"
prio,39,18.954965776,18.954965776,0,"0,1,2,3"
baseline,40,26.941661560,26.941661560,0,"0,1,2,3"
prio,40,19.414313821,19.414313821,0,"0,1,2,3"
baseline,41,26.840326922,26.840326922,0,"0,1,2,3"
prio,41,19.062843130,19.062843130,0,"0,1,2,3"
baseline,42,27.000707998,27.000707998,0,"0,1,2,3"
prio,42,19.571799138,19.571799138,0,"0,1,2,3"
baseline,43,26.985633438,26.985633438,0,"0,1,2,3"
prio,43,19.375129136,19.375129136,0,"0,1,2,3"
baseline,44,26.918212620,26.918212620,0,"0,1,2,3"
prio,44,20.932385443,20.932385443,0,"0,1,2,3"
baseline,45,26.934882162,26.934882162,0,"0,1,2,3"
prio,45,20.895254598,20.895254598,0,"0,1,2,3"
baseline,46,26.971007227,26.971007227,0,"0,1,2,3"
prio,46,18.930510968,18.930510968,0,"0,1,2,3"
baseline,47,27.044681473,27.044681473,0,"0,1,2,3"
prio,47,19.180887702,19.180887702,0,"0,1,2,3"
baseline,48,26.919170646,26.919170646,0,"0,1,2,3"
prio,48,18.790804519,18.790804519,0,"0,1,2,3"
baseline,49,26.917713514,26.917713514,0,"0,1,2,3"
prio,49,18.817746064,18.817746064,0,"0,1,2,3"
