program,iter,time_s,wall_s,parsed_from_stdout,cpu_set
prio,37,96.262759496,96.262759496,0,"0,1,2,3"
baseline,38,117.002186786,117.002186786,0,"0,1,2,3"
prio,38,96.304385618,96.304385618,0,"0,1,2,3"
baseline,39,126.935424706,126.935424706,0,"0,1,2,3"
prio,39,96.580431562,96.580431562,0,"0,1,2,3"
baseline,40,130.639228771,130.639228771,0,"0,1,2,3"
prio,40,96.376316641,96.376316641,0,"0,1,2,3"
baseline,41,129.644271609,129.644271609,0,"0,1,2,3"
prio,41,96.347974423,96.347974423,0,"0,1,2,3"
baseline,42,128.096028436,128.096028436,0,"0,1,2,3"
prio,42,96.336552784,96.336552784,0,"0,1,2,3"
baseline,43,113.612063322,113.612063322,0,"0,1,2,3"
prio,43,96.400872570,96.400872570,0,"0,1,2,3"
baseline,44,119.461833705,119.461833705,0,"0,1,2,3"
prio,44,95.987377606,95.987377606,0,"0,1,2,3"
baseline,45,114.362382306,114.362382306,0,"0,1,2,3"
prio,45,96.256815595,96.256815595,0,"0,1,2,3"
baseline,46,124.189426366,124.189426366,0,"0,1,2,3"
prio,46,96.278579992,96.278579992,0,"0,1,2,3"
baseline,47,130.357930850,130.357930850,0,"0,1,2,3"
prio,47,97.717733015,97.717733015,0,"0,1,2,3"
baseline,48,128.172848194,128.172848194,0,"0,1,2,3"
prio,48,96.331421441,96.331421441,0,"0,1,2,3"
baseline,49,129.634038814,129.634038814,0,"0,1,2,3"
prio,49,95.924751237,95.924751237,0,"0,1,2,3"
