program,iter,time_s,wall_s,parsed_from_stdout,cpu_set
baseline,0,10.486812610,10.486812610,0,"0,1,2,3"
prio,0,6.265738299,6.265738299,0,"0,1,2,3"
baseline,1,10.001545883,10.001545883,0,"0,1,2,3"
prio,1,6.219283928,6.219283928,0,"0,1,2,3"
baseline,2,10.475107863,10.475107863,0,"0,1,2,3"
prio,2,6.220137480,6.220137480,0,"0,1,2,3"
