program,iter,time_s,wall_s,parsed_from_stdout,cpu_set
baseline,25,8.802169290,8.802169290,0,"0,1,2,3"
prio,25,6.379357758,6.379357758,0,"0,1,2,3"
baseline,26,8.006024830,8.006024830,0,"0,1,2,3"
prio,26,6.386344921,6.386344921,0,"0,1,2,3"
baseline,27,8.650889070,8.650889070,0,"0,1,2,3"
prio,27,6.326004640,6.326004640,0,"0,1,2,3"
baseline,28,8.739357858,8.739357858,0,"0,1,2,3"
prio,28,6.399241356,6.399241356,0,"0,1,2,3"
baseline,29,8.334289076,8.334289076,0,"0,1,2,3"
prio,29,6.356940086,6.356940086,0,"0,1,2,3"
baseline,30,8.767561832,8.767561832,0,"0,1,2,3"
prio,30,6.334676816,6.334676816,0,"0,1,2,3"
baseline,31,8.277053902,8.277053902,0,"0,1,2,3"
prio,31,6.444795652,6.444795652,0,"0,1,2,3"
baseline,32,8.149085776,8.149085776,0,"0,1,2,3"
prio,32,6.358810446,6.358810446,0,"0,1,2,3"
baseline,33,8.518731912,8.518731912,0,"0,1,2,3"
prio,33,6.372088106,6.372088106,0,"0,1,2,3"
baseline,34,8.689728776,8.689728776,0,"0,1,2,3"
prio,34,6.471940379,6.471940379,0,"0,1,2,3"
baseline,35,7.996948185,7.996948185,0,"0,1,2,3"
prio,35,6.400745159,6.400745159,0,"0,1,2,3"
baseline,36,8.676172800,8.676172800,0,"0,1,2,3"
prio,36,6.346203677,6.346203677,0,"0,1,2,3"
baseline,37,8.377804786,8.377804786,0,"0,1,2,3"
prio,37,6.565150022,6.565150022,0,"0,1,2,3"
baseline,38,8.047861567,8.047861567,0,"0,1,2,3"
prio,38,6.381423719,6.381423719,0,"0,1,2,3"
baseline,39,8.766860615,8.766860615,0,"0,1,2,3"
prio,39,6.349835645,6.349835645,0,"0,1,2,3"
baseline,40,8.727120133,8.727120133,0,"0,1,2,3"
prio,40,6.408151540,6.408151540,0,"0,1,2,3"
baseline,41,7.908616267,7.908616267,0,"0,1,2,3"
prio,41,6.412822443,6.412822443,0,"0,1,2,3"
baseline,42,8.364617047,8.364617047,0,"0,1,2,3"
prio,42,6.433629559,6.433629559,0,"0,1,2,3"
baseline,43,8.717364690,8.717364690,0,"0,1,2,3"
prio,43,6.399887108,6.399887108,0,"0,1,2,3"
baseline,44,8.085264033,8.085264033,0,"0,1,2,3"
prio,44,6.359003994,6.359003994,0,"0,1,2,3"
baseline,45,8.701600253,8.701600253,0,"0,1,2,3"
prio,45,6.405540446,6.405540446,0,"0,1,2,3"
baseline,46,8.621662371,8.621662371,0,"0,1,2,3"
prio,46,6.361235449,6.361235449,0,"0,1,2,3"
baseline,47,8.416851262,8.416851262,0,"0,1,2,3"
prio,47,6.374867579,6.374867579,0,"0,1,2,3"
baseline,48,8.648778081,8.648778081,0,"0,1,2,3"
prio,48,6.369337939,6.369337939,0,"0,1,2,3"
baseline,49,8.024176806,8.024176806,0,"0,1,2,3"
prio,49,6.420126764,6.420126764,0,"0,1,2,3"
