program,iter,time_s,wall_s,parsed_from_stdout,cpu_set
prio,33,0.516491398,0.516491398,0,"0,1,2,3"
baseline,34,0.566221668,0.566221668,0,"0,1,2,3"
prio,34,0.509667617,0.509667617,0,"0,1,2,3"
baseline,35,0.560812392,0.560812392,0,"0,1,2,3"
prio,35,0.518483564,0.518483564,0,"0,1,2,3"
baseline,36,0.543893078,0.543893078,0,"0,1,2,3"
prio,36,0.514911578,0.514911578,0,"0,1,2,3"
baseline,37,0.568075096,0.568075096,0,"0,1,2,3"
prio,37,0.521750819,0.521750819,0,"0,1,2,3"
baseline,38,0.538354766,0.538354766,0,"0,1,2,3"
prio,38,0.512326202,0.512326202,0,"0,1,2,3"
baseline,39,0.558322430,0.558322430,0,"0,1,2,3"
prio,39,0.518157314,0.518157314,0,"0,1,2,3"
baseline,40,0.548692936,0.548692936,0,"0,1,2,3"
prio,40,0.539592175,0.539592175,0,"0,1,2,3"
baseline,41,0.545987949,0.545987949,0,"0,1,2,3"
prio,41,0.532530418,0.532530418,0,"0,1,2,3"
baseline,42,0.553121385,0.553121385,0,"0,1,2,3"
prio,42,0.517356661,0.517356661,0,"0,1,2,3"
baseline,43,0.554508832,0.554508832,0,"0,1,2,3"
prio,43,0.516046519,0.516046519,0,"0,1,2,3"
baseline,44,0.538362348,0.538362348,0,"0,1,2,3"
prio,44,0.511663713,0.511663713,0,"0,1,2,3"
baseline,45,0.549967181,0.549967181,0,"0,1,2,3"
prio,45,0.523901362,0.523901362,0,"0,1,2,3"
baseline,46,0.554279006,0.554279006,0,"0,1,2,3"
prio,46,0.521143172,0.521143172,0,"0,1,2,3"
baseline,47,0.558649022,0.558649022,0,"0,1,2,3"
prio,47,0.517900329,0.517900329,0,"0,1,2,3"
baseline,48,0.572208162,0.572208162,0,"0,1,2,3"
prio,48,0.507768427,0.507768427,0,"0,1,2,3"
baseline,49,0.567879985,0.567879985,0,"0,1,2,3"
prio,49,0.506910095,0.506910095,0,"0,1,2,3"
