program,iter,time_s,wall_s,parsed_from_stdout,cpu_set
baseline,19,17.940833933,17.940833933,0,"0,1,2,3"
prio,19,13.131818515,13.131818515,0,"0,1,2,3"
baseline,20,17.981508692,17.981508692,0,"0,1,2,3"
prio,20,13.342603096,13.342603096,0,"0,1,2,3"
baseline,21,17.940621935,17.940621935,0,"0,1,2,3"
prio,21,13.471898388,13.471898388,0,"0,1,2,3"
baseline,22,18.034365344,18.034365344,0,"0,1,2,3"
prio,22,12.964768635,12.964768635,0,"0,1,2,3"
baseline,23,17.866529054,17.866529054,0,"0,1,2,3"
prio,23,13.310116687,13.310116687,0,"0,1,2,3"
baseline,24,17.952654647,17.952654647,0,"0,1,2,3"
prio,24,13.812003057,13.812003057,0,"0,1,2,3"
baseline,25,17.955987085,17.955987085,0,"0,1,2,3"
prio,25,13.248247945,13.248247945,0,"0,1,2,3"
baseline,26,17.916681744,17.916681744,0,"0,1,2,3"
prio,26,12.951273697,12.951273697,0,"0,1,2,3"
baseline,27,17.974725164,17.974725164,0,"0,1,2,3"
prio,27,13.108774161,13.108774161,0,"0,1,2,3"
baseline,28,17.996140884,17.996140884,0,"0,1,2,3"
prio,28,13.611762380,13.611762380,0,"0,1,2,3"
baseline,29,17.968185927,17.968185927,0,"0,1,2,3"
prio,29,13.548433521,13.548433521,0,"0,1,2,3"
baseline,30,17.972174038,17.972174038,0,"0,1,2,3"
prio,30,14.055348612,14.055348612,0,"0,1,2,3"
baseline,31,17.932426839,17.932426839,0,"0,1,2,3"
prio,31,13.079273071,13.079273071,0,"0,1,2,3"
baseline,32,17.958357525,17.958357525,0,"0,1,2,3"
prio,32,13.300961629,13.300961629,0,"0,1,2,3"
baseline,33,18.007490667,18.007490667,0,"0,1,2,3"
prio,33,14.009063988,14.009063988,0,"0,1,2,3"
baseline,34,17.949723438,17.949723438,0,"0,1,2,3"
prio,34,12.510976373,12.510976373,0,"0,1,2,3"
baseline,35,17.939550611,17.939550611,0,"0,1,2,3"
prio,35,14.330868508,14.330868508,0,"0,1,2,3"
baseline,36,18.069878554,18.069878554,0,"0,1,2,3"
prio,36,12.516579817,12.516579817,0,"0,1,2,3"
baseline,37,17.950943378,17.950943378,0,"0,1,2,3"
prio,37,12.506968678,12.506968678,0,"0,1,2,3"
baseline,38,17.905439571,17.905439571,0,"0,1,2,3"
prio,38,12.543116107,12.543116107,0,"0,1,2,3"
baseline,39,17.966702852,17.966702852,0,"0,1,2,3"
prio,39,14.669451772,14.669451772,0,"0,1,2,3"
baseline,40,18.085639992,18.085639992,0,"0,1,2,3"
prio,40,12.775316134,12.775316134,0,"0,1,2,3"
baseline,41,17.871968247,17.871968247,0,"0,1,2,3"
prio,41,12.653614672,12.653614672,0,"0,1,2,3"
baseline,42,17.945679795,17.945679795,0,"0,1,2,3"
prio,42,12.877540826,12.877540826,0,"0,1,2,3"
baseline,43,17.917267412,17.917267412,0,"0,1,2,3"
prio,43,13.907799005,13.907799005,0,"0,1,2,3"
baseline,44,17.962193256,17.962193256,0,"0,1,2,3"
prio,44,13.007802590,13.007802590,0,"0,1,2,3"
baseline,45,17.931773604,17.931773604,0,"0,1,2,3"
prio,45,13.993819234,13.993819234,0,"0,1,2,3"
baseline,46,17.952692964,17.952692964,0,"0,1,2,3"
prio,46,12.933270785,12.933270785,0,"0,1,2,3"
baseline,47,17.987784044,17.987784044,0,"0,1,2,3"
prio,47,13.772529157,13.772529157,0,"0,1,2,3"
baseline,48,18.083211684,18.083211684,0,"0,1,2,3"
prio,48,13.622019135,13.622019135,0,"0,1,2,3"
baseline,49,17.961447817,17.961447817,0,"0,1,2,3"
prio,49,12.511485143,12.511485143,0,"0,1,2,3"
