program,iter,time_s,wall_s,parsed_from_stdout,cpu_set
baseline,0,2.087996941,2.087996941,0,"4,5,6,7"
prio,0,1.453501603,1.453501603,0,"4,5,6,7"
baseline,1,2.065641290,2.065641290,0,"4,5,6,7"
prio,1,1.359645768,1.359645768,0,"4,5,6,7"
baseline,2,2.069883738,2.069883738,0,"4,5,6,7"
prio,2,1.402526634,1.402526634,0,"4,5,6,7"
