program,iter,time_s,wall_s,parsed_from_stdout,cpu_set
prio,36,192.229376782,192.229376782,0,"0,1,2,3"
baseline,37,249.419289135,249.419289135,0,"0,1,2,3"
prio,37,192.488417078,192.488417078,0,"0,1,2,3"
baseline,38,258.500510659,258.500510659,0,"0,1,2,3"
prio,38,192.620780209,192.620780209,0,"0,1,2,3"
baseline,39,261.320170755,261.320170755,0,"0,1,2,3"
prio,39,192.659891894,192.659891894,0,"0,1,2,3"
baseline,40,249.831775509,249.831775509,0,"0,1,2,3"
prio,40,192.409245443,192.409245443,0,"0,1,2,3"
baseline,41,229.913492787,229.913492787,0,"0,1,2,3"
prio,41,192.788610420,192.788610420,0,"0,1,2,3"
baseline,42,248.746800583,248.746800583,0,"0,1,2,3"
prio,42,192.836186278,192.836186278,0,"0,1,2,3"
baseline,43,258.517908343,258.517908343,0,"0,1,2,3"
prio,43,192.296310461,192.296310461,0,"0,1,2,3"
baseline,44,227.595176912,227.595176912,0,"0,1,2,3"
prio,44,192.551461569,192.551461569,0,"0,1,2,3"
baseline,45,261.464294565,261.464294565,0,"0,1,2,3"
prio,45,192.756414022,192.756414022,0,"0,1,2,3"
baseline,46,262.393451926,262.393451926,0,"0,1,2,3"
prio,46,192.978440607,192.978440607,0,"0,1,2,3"
baseline,47,263.005961902,263.005961902,0,"0,1,2,3"
prio,47,192.430401259,192.430401259,0,"0,1,2,3"
baseline,48,247.308272953,247.308272953,0,"0,1,2,3"
prio,48,192.463469687,192.463469687,0,"0,1,2,3"
baseline,49,260.981454086,260.981454086,0,"0,1,2,3"
prio,49,192.921980044,192.921980044,0,"0,1,2,3"
baseline,50,263.238713886,263.238713886,0,"0,1,2,3"
prio,50,192.757903015,192.757903015,0,"0,1,2,3"
baseline,51,263.760188634,263.760188634,0,"0,1,2,3"
prio,51,192.373513407,192.373513407,0,"0,1,2,3"
baseline,52,261.125374042,261.125374042,0,"0,1,2,3"
prio,52,192.626896894,192.626896894,0,"0,1,2,3"
baseline,53,244.496379537,244.496379537,0,"0,1,2,3"
prio,53,192.948715971,192.948715971,0,"0,1,2,3"
baseline,54,250.900435495,250.900435495,0,"0,1,2,3"
prio,54,192.511286419,192.511286419,0,"0,1,2,3"
baseline,55,255.534072021,255.534072021,0,"0,1,2,3"
prio,55,192.419166405,192.419166405,0,"0,1,2,3"
baseline,56,262.523698434,262.523698434,0,"0,1,2,3"
prio,56,192.569094008,192.569094008,0,"0,1,2,3"
baseline,57,256.871843562,256.871843562,0,"0,1,2,3"
prio,57,192.840335694,192.840335694,0,"0,1,2,3"
baseline,58,261.605456818,261.605456818,0,"0,1,2,3"
prio,58,192.598000293,192.598000293,0,"0,1,2,3"
baseline,59,244.688755038,244.688755038,0,"0,1,2,3"
prio,59,192.773122347,192.773122347,0,"0,1,2,3"
baseline,60,260.977177727,260.977177727,0,"0,1,2,3"
prio,60,193.049619524,193.049619524,0,"0,1,2,3"
baseline,61,260.941715136,260.941715136,0,"0,1,2,3"
prio,61,192.998490612,192.998490612,0,"0,1,2,3"
baseline,62,249.260022661,249.260022661,0,"0,1,2,3"
prio,62,192.787043770,192.787043770,0,"0,1,2,3"
baseline,63,257.727799226,257.727799226,0,"0,1,2,3"
prio,63,199.303459894,199.303459894,0,"0,1,2,3"
baseline,64,260.634679684,260.634679684,0,"0,1,2,3"
prio,64,193.410814664,193.410814664,0,"0,1,2,3"
baseline,65,250.208061007,250.208061007,0,"0,1,2,3"
prio,65,195.473544256,195.473544256,0,"0,1,2,3"
baseline,66,261.235584185,261.235584185,0,"0,1,2,3"
prio,66,192.884076033,192.884076033,0,"0,1,2,3"
baseline,67,250.230180063,250.230180063,0,"0,1,2,3"
prio,67,193.505202398,193.505202398,0,"0,1,2,3"
baseline,68,266.831475729,266.831475729,0,"0,1,2,3"
prio,68,198.510945141,198.510945141,0,"0,1,2,3"
baseline,69,269.099875765,269.099875765,0,"0,1,2,3"
prio,69,194.724133099,194.724133099,0,"0,1,2,3"
baseline,70,267.652803125,267.652803125,0,"0,1,2,3"
prio,70,195.544081509,195.544081509,0,"0,1,2,3"
baseline,71,263.466521363,263.466521363,0,"0,1,2,3"
prio,71,196.266090401,196.266090401,0,"0,1,2,3"
baseline,72,266.423873036,266.423873036,0,"0,1,2,3"
prio,72,196.553105873,196.553105873,0,"0,1,2,3"
baseline,73,257.837226940,257.837226940,0,"0,1,2,3"
prio,73,194.131200940,194.131200940,0,"0,1,2,3"
baseline,74,242.808168617,242.808168617,0,"0,1,2,3"
prio,74,193.080466117,193.080466117,0,"0,1,2,3"
baseline,75,262.690420817,262.690420817,0,"0,1,2,3"
prio,75,193.299769213,193.299769213,0,"0,1,2,3"
baseline,76,265.980306695,265.980306695,0,"0,1,2,3"
prio,76,199.771853571,199.771853571,0,"0,1,2,3"
baseline,77,265.560480227,265.560480227,0,"0,1,2,3"
prio,77,195.071686328,195.071686328,0,"0,1,2,3"
baseline,78,269.432892696,269.432892696,0,"0,1,2,3"
prio,78,195.677778469,195.677778469,0,"0,1,2,3"
baseline,79,262.979445522,262.979445522,0,"0,1,2,3"
prio,79,194.144628092,194.144628092,0,"0,1,2,3"
baseline,80,264.551957781,264.551957781,0,"0,1,2,3"
prio,80,194.878421988,194.878421988,0,"0,1,2,3"
baseline,81,263.674133663,263.674133663,0,"0,1,2,3"
prio,81,193.752472533,193.752472533,0,"0,1,2,3"
baseline,82,224.905094514,224.905094514,0,"0,1,2,3"
prio,82,192.502668905,192.502668905,0,"0,1,2,3"
baseline,83,257.148469543,257.148469543,0,"0,1,2,3"
prio,83,194.197089324,194.197089324,0,"0,1,2,3"
baseline,84,249.466036597,249.466036597,0,"0,1,2,3"
prio,84,193.921748467,193.921748467,0,"0,1,2,3"
baseline,85,260.621955245,260.621955245,0,"0,1,2,3"
prio,85,193.833764978,193.833764978,0,"0,1,2,3"
baseline,86,256.831984954,256.831984954,0,"0,1,2,3"
prio,86,194.014154622,194.014154622,0,"0,1,2,3"
baseline,87,264.372524267,264.372524267,0,"0,1,2,3"
prio,87,194.037729076,194.037729076,0,"0,1,2,3"
baseline,88,257.059662964,257.059662964,0,"0,1,2,3"
prio,88,194.103921112,194.103921112,0,"0,1,2,3"
baseline,89,247.377601969,247.377601969,0,"0,1,2,3"
prio,89,193.368030545,193.368030545,0,"0,1,2,3"
baseline,90,229.427206338,229.427206338,0,"0,1,2,3"
prio,90,193.318359139,193.318359139,0,"0,1,2,3"
baseline,91,262.330514115,262.330514115,0,"0,1,2,3"
prio,91,193.841047031,193.841047031,0,"0,1,2,3"
baseline,92,263.123620903,263.123620903,0,"0,1,2,3"
prio,92,193.699809681,193.699809681,0,"0,1,2,3"
baseline,93,260.179333338,260.179333338,0,"0,1,2,3"
prio,93,193.016181481,193.016181481,0,"0,1,2,3"
baseline,94,263.306501485,263.306501485,0,"0,1,2,3"
prio,94,193.470368570,193.470368570,0,"0,1,2,3"
baseline,95,257.648437726,257.648437726,0,"0,1,2,3"
prio,95,193.649201074,193.649201074,0,"0,1,2,3"
baseline,96,255.178704717,255.178704717,0,"0,1,2,3"
prio,96,193.768833171,193.768833171,0,"0,1,2,3"
baseline,97,244.117242846,244.117242846,0,"0,1,2,3"
prio,97,193.960495495,193.960495495,0,"0,1,2,3"
baseline,98,235.523991591,235.523991591,0,"0,1,2,3"
prio,98,194.124136411,194.124136411,0,"0,1,2,3"
baseline,99,264.629499194,264.629499194,0,"0,1,2,3"
prio,99,193.840715525,193.840715525,0,"0,1,2,3"
